date,country,ISO_2
2017-09-24,Sweden,SE
2017-09-25,South Africa,ZA
2017-09-28,Czech,CZ
2017-10-01,Norway,NO
2017-10-01,Sweden,SE
2017-10-02,India,IN
2017-10-03,Germany,DE
2017-10-05,Portugal,PT
2017-10-08,Croatia,HR
2017-10-08,Norway,NO
2017-10-08,Sweden,SE
2017-10-09,Canada,CA
2017-10-09,Japan,JP
2017-10-09,United States,US
2017-10-12,Argentina,AR
2017-10-12,Brazil,BR
2017-10-12,Spain,ES
2017-10-14,Ukraine,UA
2017-10-15,Norway,NO
2017-10-15,Sweden,SE
2017-10-16,Colombia,CO
2017-10-22,Norway,NO
2017-10-22,Sweden,SE
2017-10-23,Hungary,HU
2017-10-23,New Zealand,NZ
2017-10-26,Austria,AT
2017-10-28,Czech,CZ
2017-10-29,Norway,NO
2017-10-29,Sweden,SE
2017-10-30,Ireland,IE
2017-10-31,Germany,DE
2017-10-31,Slovenia,SI
2017-11-01,Austria,AT
2017-11-01,Belgium,BE
2017-11-01,Croatia,HR
2017-11-01,France,FR
2017-11-01,Hungary,HU
2017-11-01,Italy,IT
2017-11-01,Poland,PL
2017-11-01,Portugal,PT
2017-11-01,Slovenia,SI
2017-11-01,Spain,ES
2017-11-02,Brazil,BR
2017-11-03,Japan,JP
2017-11-04,Finland,FI
2017-11-04,Sweden,SE
2017-11-05,Norway,NO
2017-11-05,Sweden,SE
2017-11-06,Colombia,CO
2017-11-07,Belarus,BY
2017-11-10,United States,US
2017-11-11,Belgium,BE
2017-11-11,France,FR
2017-11-11,Poland,PL
2017-11-11,United States,US
2017-11-12,Norway,NO
2017-11-12,Sweden,SE
2017-11-13,Colombia,CO
2017-11-15,Brazil,BR
2017-11-17,Czech,CZ
2017-11-19,Norway,NO
2017-11-19,Sweden,SE
2017-11-20,Argentina,AR
2017-11-20,Mexico,MX
2017-11-23,Japan,JP
2017-11-23,United States,US
2017-11-26,Norway,NO
2017-11-26,Sweden,SE
2017-11-30,Scotland,None
2017-11-30,United Kingdom,GB
2017-12-01,Portugal,PT
2017-12-03,Norway,NO
2017-12-03,Sweden,SE
2017-12-06,Finland,FI
2017-12-06,Spain,ES
2017-12-08,Argentina,AR
2017-12-08,Austria,AT
2017-12-08,Colombia,CO
2017-12-08,Italy,IT
2017-12-08,Portugal,PT
2017-12-08,Spain,ES
2017-12-10,Norway,NO
2017-12-10,Sweden,SE
2017-12-16,South Africa,ZA
2017-12-17,Norway,NO
2017-12-17,Sweden,SE
2017-12-23,Japan,JP
2017-12-24,Czech,CZ
2017-12-24,Finland,FI
2017-12-24,Norway,NO
2017-12-24,Sweden,SE
2017-12-25,Argentina,AR
2017-12-25,Australia,AU
2017-12-25,Austria,AT
2017-12-25,Belarus,BY
2017-12-25,Belgium,BE
2017-12-25,Brazil,BR
2017-12-25,Canada,CA
2017-12-25,Colombia,CO
2017-12-25,Croatia,HR
2017-12-25,Czech,CZ
2017-12-25,Denmark,DK
2017-12-25,England,None
2017-12-25,Finland,FI
2017-12-25,France,FR
2017-12-25,Germany,DE
2017-12-25,Hungary,HU
2017-12-25,India,IN
2017-12-25,Ireland,IE
2017-12-25,Isle of Man,IM
2017-12-25,Italy,IT
2017-12-25,Mexico,MX
2017-12-25,Netherlands,NL
2017-12-25,New Zealand,NZ
2017-12-25,Northern Ireland,None
2017-12-25,Norway,NO
2017-12-25,Poland,PL
2017-12-25,Portugal,PT
2017-12-25,Scotland,None
2017-12-25,Slovenia,SI
2017-12-25,South Africa,ZA
2017-12-25,Spain,ES
2017-12-25,Sweden,SE
2017-12-25,Switzerland,CH
2017-12-25,Ukraine,UA
2017-12-25,United Kingdom,GB
2017-12-25,United States,US
2017-12-25,Wales,None
2017-12-26,Australia,AU
2017-12-26,Austria,AT
2017-12-26,Canada,CA
2017-12-26,Croatia,HR
2017-12-26,Czech,CZ
2017-12-26,Denmark,DK
2017-12-26,England,None
2017-12-26,Finland,FI
2017-12-26,Germany,DE
2017-12-26,Hungary,HU
2017-12-26,Ireland,IE
2017-12-26,Isle of Man,IM
2017-12-26,Italy,IT
2017-12-26,Netherlands,NL
2017-12-26,New Zealand,NZ
2017-12-26,Northern Ireland,None
2017-12-26,Norway,NO
2017-12-26,Poland,PL
2017-12-26,Scotland,None
2017-12-26,Slovenia,SI
2017-12-26,South Africa,ZA
2017-12-26,Sweden,SE
2017-12-26,United Kingdom,GB
2017-12-26,Wales,None
2017-12-31,Norway,NO
2017-12-31,Sweden,SE
2018-01-01,Argentina,AR
2018-01-01,Australia,AU
2018-01-01,Austria,AT
2018-01-01,Belarus,BY
2018-01-01,Belgium,BE
2018-01-01,Brazil,BR
2018-01-01,Canada,CA
2018-01-01,Colombia,CO
2018-01-01,Croatia,HR
2018-01-01,Czech,CZ
2018-01-01,Denmark,DK
2018-01-01,England,None
2018-01-01,Finland,FI
2018-01-01,France,FR
2018-01-01,Germany,DE
2018-01-01,Hungary,HU
2018-01-01,Ireland,IE
2018-01-01,Isle of Man,IM
2018-01-01,Italy,IT
2018-01-01,Japan,JP
2018-01-01,Mexico,MX
2018-01-01,Netherlands,NL
2018-01-01,New Zealand,NZ
2018-01-01,Northern Ireland,None
2018-01-01,Norway,NO
2018-01-01,Poland,PL
2018-01-01,Portugal,PT
2018-01-01,Scotland,None
2018-01-01,Slovenia,SI
2018-01-01,South Africa,ZA
2018-01-01,Spain,ES
2018-01-01,Sweden,SE
2018-01-01,Switzerland,CH
2018-01-01,Ukraine,UA
2018-01-01,United Kingdom,GB
2018-01-01,United States,US
2018-01-01,Wales,None
2018-01-02,New Zealand,NZ
2018-01-02,Scotland,None
2018-01-02,Slovenia,SI
2018-01-02,United Kingdom,GB
2018-01-06,Austria,AT
2018-01-06,Croatia,HR
2018-01-06,Finland,FI
2018-01-06,Italy,IT
2018-01-06,Poland,PL
2018-01-06,Spain,ES
2018-01-06,Sweden,SE
2018-01-07,Belarus,BY
2018-01-07,Norway,NO
2018-01-07,Sweden,SE
2018-01-07,Ukraine,UA
2018-01-08,Colombia,CO
2018-01-08,Japan,JP
2018-01-14,India,IN
2018-01-14,Norway,NO
2018-01-14,Sweden,SE
2018-01-15,United States,US
2018-01-21,Norway,NO
2018-01-21,Sweden,SE
2018-01-26,Australia,AU
2018-01-26,India,IN
2018-01-28,Norway,NO
2018-01-28,Sweden,SE
2018-02-04,Norway,NO
2018-02-04,Sweden,SE
2018-02-05,Mexico,MX
2018-02-06,New Zealand,NZ
2018-02-08,Slovenia,SI
2018-02-11,Japan,JP
2018-02-11,Norway,NO
2018-02-11,Sweden,SE
2018-02-12,Argentina,AR
2018-02-12,Japan,JP
2018-02-13,Argentina,AR
2018-02-13,Brazil,BR
2018-02-14,Brazil,BR
2018-02-18,Norway,NO
2018-02-18,Sweden,SE
2018-02-19,Canada,CA
2018-02-19,United States,US
2018-02-25,Norway,NO
2018-02-25,Sweden,SE
2018-03-04,Norway,NO
2018-03-04,Sweden,SE
2018-03-08,Belarus,BY
2018-03-08,Ukraine,UA
2018-03-11,Norway,NO
2018-03-11,Sweden,SE
2018-03-15,Hungary,HU
2018-03-16,Hungary,HU
2018-03-17,Ireland,IE
2018-03-17,Northern Ireland,None
2018-03-17,United Kingdom,GB
2018-03-18,Norway,NO
2018-03-18,Sweden,SE
2018-03-19,Colombia,CO
2018-03-19,Ireland,IE
2018-03-19,Mexico,MX
2018-03-19,Northern Ireland,None
2018-03-19,United Kingdom,GB
2018-03-21,Japan,JP
2018-03-21,Mexico,MX
2018-03-21,South Africa,ZA
2018-03-24,Argentina,AR
2018-03-25,Denmark,DK
2018-03-25,Norway,NO
2018-03-25,Sweden,SE
2018-03-29,Argentina,AR
2018-03-29,Colombia,CO
2018-03-29,Denmark,DK
2018-03-29,Norway,NO
2018-03-30,Argentina,AR
2018-03-30,Australia,AU
2018-03-30,Brazil,BR
2018-03-30,Canada,CA
2018-03-30,Colombia,CO
2018-03-30,Czech,CZ
2018-03-30,Denmark,DK
2018-03-30,England,None
2018-03-30,Finland,FI
2018-03-30,Germany,DE
2018-03-30,Hungary,HU
2018-03-30,Isle of Man,IM
2018-03-30,Netherlands,NL
2018-03-30,New Zealand,NZ
2018-03-30,Northern Ireland,None
2018-03-30,Norway,NO
2018-03-30,Portugal,PT
2018-03-30,Scotland,None
2018-03-30,South Africa,ZA
2018-03-30,Sweden,SE
2018-03-30,Switzerland,CH
2018-03-30,United Kingdom,GB
2018-03-30,Wales,None
2018-04-01,Argentina,AR
2018-04-01,Belgium,BE
2018-04-01,Brazil,BR
2018-04-01,Croatia,HR
2018-04-01,Denmark,DK
2018-04-01,Finland,FI
2018-04-01,Hungary,HU
2018-04-01,Italy,IT
2018-04-01,Netherlands,NL
2018-04-01,Norway,NO
2018-04-01,Poland,PL
2018-04-01,Portugal,PT
2018-04-01,Sweden,SE
2018-04-01,Switzerland,CH
2018-04-02,Argentina,AR
2018-04-02,Australia,AU
2018-04-02,Austria,AT
2018-04-02,Belgium,BE
2018-04-02,Croatia,HR
2018-04-02,Czech,CZ
2018-04-02,Denmark,DK
2018-04-02,England,None
2018-04-02,Finland,FI
2018-04-02,France,FR
2018-04-02,Germany,DE
2018-04-02,Hungary,HU
2018-04-02,Ireland,IE
2018-04-02,Isle of Man,IM
2018-04-02,Italy,IT
2018-04-02,Netherlands,NL
2018-04-02,New Zealand,NZ
2018-04-02,Northern Ireland,None
2018-04-02,Norway,NO
2018-04-02,Poland,PL
2018-04-02,Slovenia,SI
2018-04-02,South Africa,ZA
2018-04-02,Sweden,SE
2018-04-02,Switzerland,CH
2018-04-02,United Kingdom,GB
2018-04-02,Wales,None
2018-04-08,Norway,NO
2018-04-08,Sweden,SE
2018-04-08,Ukraine,UA
2018-04-15,Norway,NO
2018-04-15,Sweden,SE
2018-04-17,Belarus,BY
2018-04-21,Brazil,BR
2018-04-22,Norway,NO
2018-04-22,Sweden,SE
2018-04-25,Australia,AU
2018-04-25,Italy,IT
2018-04-25,New Zealand,NZ
2018-04-25,Portugal,PT
2018-04-27,Denmark,DK
2018-04-27,Netherlands,NL
2018-04-27,Slovenia,SI
2018-04-27,South Africa,ZA
2018-04-29,Japan,JP
2018-04-29,Norway,NO
2018-04-29,Sweden,SE
2018-04-30,Hungary,HU
2018-04-30,Japan,JP
2018-05-01,Argentina,AR
2018-05-01,Austria,AT
2018-05-01,Belarus,BY
2018-05-01,Belgium,BE
2018-05-01,Brazil,BR
2018-05-01,Colombia,CO
2018-05-01,Croatia,HR
2018-05-01,Czech,CZ
2018-05-01,Finland,FI
2018-05-01,France,FR
2018-05-01,Germany,DE
2018-05-01,Hungary,HU
2018-05-01,India,IN
2018-05-01,Italy,IT
2018-05-01,Mexico,MX
2018-05-01,Norway,NO
2018-05-01,Poland,PL
2018-05-01,Portugal,PT
2018-05-01,Slovenia,SI
2018-05-01,South Africa,ZA
2018-05-01,Spain,ES
2018-05-01,Sweden,SE
2018-05-01,Ukraine,UA
2018-05-02,Slovenia,SI
2018-05-03,Japan,JP
2018-05-03,Poland,PL
2018-05-04,Japan,JP
2018-05-05,Japan,JP
2018-05-06,Norway,NO
2018-05-06,Sweden,SE
2018-05-07,England,None
2018-05-07,Ireland,IE
2018-05-07,Isle of Man,IM
2018-05-07,Northern Ireland,None
2018-05-07,Scotland,None
2018-05-07,United Kingdom,GB
2018-05-07,Wales,None
2018-05-08,Czech,CZ
2018-05-08,France,FR
2018-05-09,Belarus,BY
2018-05-09,Ukraine,UA
2018-05-10,Austria,AT
2018-05-10,Belgium,BE
2018-05-10,Denmark,DK
2018-05-10,Finland,FI
2018-05-10,France,FR
2018-05-10,Germany,DE
2018-05-10,Netherlands,NL
2018-05-10,Norway,NO
2018-05-10,Sweden,SE
2018-05-10,Switzerland,CH
2018-05-13,Norway,NO
2018-05-13,Sweden,SE
2018-05-14,Colombia,CO
2018-05-17,Norway,NO
2018-05-20,Belgium,BE
2018-05-20,Denmark,DK
2018-05-20,Finland,FI
2018-05-20,Hungary,HU
2018-05-20,Netherlands,NL
2018-05-20,Norway,NO
2018-05-20,Poland,PL
2018-05-20,Sweden,SE
2018-05-20,Switzerland,CH
2018-05-21,Austria,AT
2018-05-21,Belgium,BE
2018-05-21,Canada,CA
2018-05-21,Denmark,DK
2018-05-21,France,FR
2018-05-21,Germany,DE
2018-05-21,Hungary,HU
2018-05-21,Netherlands,NL
2018-05-21,Norway,NO
2018-05-21,Switzerland,CH
2018-05-25,Argentina,AR
2018-05-27,Norway,NO
2018-05-27,Sweden,SE
2018-05-27,Ukraine,UA
2018-05-28,England,None
2018-05-28,Isle of Man,IM
2018-05-28,Northern Ireland,None
2018-05-28,Scotland,None
2018-05-28,United Kingdom,GB
2018-05-28,United States,US
2018-05-28,Wales,None
2018-05-31,Austria,AT
2018-05-31,Brazil,BR
2018-05-31,Croatia,HR
2018-05-31,Poland,PL
2018-05-31,Portugal,PT
2018-06-01,Isle of Man,IM
2018-06-02,Italy,IT
2018-06-03,Norway,NO
2018-06-03,Sweden,SE
2018-06-04,Colombia,CO
2018-06-04,Ireland,IE
2018-06-04,New Zealand,NZ
2018-06-06,Sweden,SE
2018-06-10,Norway,NO
2018-06-10,Portugal,PT
2018-06-10,Sweden,SE
2018-06-11,Colombia,CO
2018-06-16,South Africa,ZA
2018-06-17,Argentina,AR
2018-06-17,Norway,NO
2018-06-17,Sweden,SE
2018-06-20,Argentina,AR
2018-06-22,Croatia,HR
2018-06-22,Finland,FI
2018-06-22,Sweden,SE
2018-06-23,Finland,FI
2018-06-23,Sweden,SE
2018-06-24,Norway,NO
2018-06-24,Sweden,SE
2018-06-25,Croatia,HR
2018-06-25,Slovenia,SI
2018-06-28,Ukraine,UA
2018-07-01,Canada,CA
2018-07-01,Norway,NO
2018-07-01,Sweden,SE
2018-07-02,Canada,CA
2018-07-02,Colombia,CO
2018-07-03,Belarus,BY
2018-07-04,United States,US
2018-07-05,Czech,CZ
2018-07-05,Isle of Man,IM
2018-07-06,Czech,CZ
2018-07-08,Norway,NO
2018-07-08,Sweden,SE
2018-07-09,Argentina,AR
2018-07-12,Northern Ireland,None
2018-07-12,United Kingdom,GB
2018-07-14,France,FR
2018-07-15,Norway,NO
2018-07-15,Sweden,SE
2018-07-16,Japan,JP
2018-07-20,Colombia,CO
2018-07-21,Belgium,BE
2018-07-22,Norway,NO
2018-07-22,Sweden,SE
2018-07-29,Norway,NO
2018-07-29,Sweden,SE
2018-08-01,Switzerland,CH
2018-08-05,Croatia,HR
2018-08-05,Norway,NO
2018-08-05,Sweden,SE
2018-08-06,Canada,CA
2018-08-06,Ireland,IE
2018-08-06,Scotland,None
2018-08-06,United Kingdom,GB
2018-08-07,Colombia,CO
2018-08-09,South Africa,ZA
2018-08-11,Japan,JP
2018-08-12,Norway,NO
2018-08-12,Sweden,SE
2018-08-15,Austria,AT
2018-08-15,Belgium,BE
2018-08-15,Croatia,HR
2018-08-15,France,FR
2018-08-15,India,IN
2018-08-15,Italy,IT
2018-08-15,Poland,PL
2018-08-15,Portugal,PT
2018-08-15,Slovenia,SI
2018-08-15,Spain,ES
2018-08-17,Argentina,AR
2018-08-19,Norway,NO
2018-08-19,Sweden,SE
2018-08-20,Colombia,CO
2018-08-20,Hungary,HU
2018-08-24,Ukraine,UA
2018-08-26,Norway,NO
2018-08-26,Sweden,SE
2018-08-27,England,None
2018-08-27,Isle of Man,IM
2018-08-27,Northern Ireland,None
2018-08-27,United Kingdom,GB
2018-08-27,Wales,None
2018-09-02,Norway,NO
2018-09-02,Sweden,SE
2018-09-03,Canada,CA
2018-09-03,United States,US
2018-09-07,Brazil,BR
2018-09-09,Norway,NO
2018-09-09,Sweden,SE
2018-09-16,Mexico,MX
2018-09-16,Norway,NO
2018-09-16,Sweden,SE
2018-09-17,Japan,JP
2018-09-17,Mexico,MX
2018-09-23,Japan,JP
2018-09-23,Norway,NO
2018-09-23,Sweden,SE
2018-09-24,Japan,JP
2018-09-24,South Africa,ZA
2018-09-28,Czech,CZ
2018-09-30,Norway,NO
2018-09-30,Sweden,SE
2018-10-02,India,IN
2018-10-03,Germany,DE
2018-10-05,Portugal,PT
2018-10-07,Norway,NO
2018-10-07,Sweden,SE
2018-10-08,Canada,CA
2018-10-08,Croatia,HR
2018-10-08,Japan,JP
2018-10-08,United States,US
2018-10-12,Argentina,AR
2018-10-12,Brazil,BR
2018-10-12,Spain,ES
2018-10-14,Norway,NO
2018-10-14,Sweden,SE
2018-10-14,Ukraine,UA
2018-10-15,Colombia,CO
2018-10-21,Norway,NO
2018-10-21,Sweden,SE
2018-10-22,Hungary,HU
2018-10-22,New Zealand,NZ
2018-10-23,Hungary,HU
2018-10-26,Austria,AT
2018-10-28,Czech,CZ
2018-10-28,Norway,NO
2018-10-28,Sweden,SE
2018-10-29,Ireland,IE
2018-10-31,Slovenia,SI
2018-11-01,Austria,AT
2018-11-01,Belgium,BE
2018-11-01,Croatia,HR
2018-11-01,France,FR
2018-11-01,Hungary,HU
2018-11-01,Italy,IT
2018-11-01,Poland,PL
2018-11-01,Portugal,PT
2018-11-01,Slovenia,SI
2018-11-01,Spain,ES
2018-11-02,Brazil,BR
2018-11-02,Hungary,HU
2018-11-03,Finland,FI
2018-11-03,Japan,JP
2018-11-03,Sweden,SE
2018-11-04,Norway,NO
2018-11-04,Sweden,SE
2018-11-05,Colombia,CO
2018-11-07,Belarus,BY
2018-11-11,Belgium,BE
2018-11-11,France,FR
2018-11-11,Norway,NO
2018-11-11,Poland,PL
2018-11-11,Sweden,SE
2018-11-11,United States,US
2018-11-12,Colombia,CO
2018-11-12,United States,US
2018-11-15,Brazil,BR
2018-11-17,Czech,CZ
2018-11-18,Norway,NO
2018-11-18,Sweden,SE
2018-11-19,Mexico,MX
2018-11-20,Argentina,AR
2018-11-20,Mexico,MX
2018-11-22,United States,US
2018-11-23,Japan,JP
2018-11-25,Norway,NO
2018-11-25,Sweden,SE
2018-11-30,Mexico,MX
2018-11-30,Scotland,None
2018-11-30,United Kingdom,GB
2018-12-01,Mexico,MX
2018-12-01,Portugal,PT
2018-12-02,Norway,NO
2018-12-02,Sweden,SE
2018-12-06,Finland,FI
2018-12-06,Spain,ES
2018-12-08,Argentina,AR
2018-12-08,Austria,AT
2018-12-08,Italy,IT
2018-12-08,Portugal,PT
2018-12-08,Spain,ES
2018-12-09,Norway,NO
2018-12-09,Sweden,SE
2018-12-16,Norway,NO
2018-12-16,South Africa,ZA
2018-12-16,Sweden,SE
2018-12-17,South Africa,ZA
2018-12-23,Japan,JP
2018-12-23,Norway,NO
2018-12-23,Sweden,SE
2018-12-24,Czech,CZ
2018-12-24,Finland,FI
2018-12-24,Hungary,HU
2018-12-24,Japan,JP
2018-12-24,Sweden,SE
2018-12-25,Argentina,AR
2018-12-25,Australia,AU
2018-12-25,Austria,AT
2018-12-25,Belarus,BY
2018-12-25,Belgium,BE
2018-12-25,Brazil,BR
2018-12-25,Canada,CA
2018-12-25,Colombia,CO
2018-12-25,Croatia,HR
2018-12-25,Czech,CZ
2018-12-25,Denmark,DK
2018-12-25,England,None
2018-12-25,Finland,FI
2018-12-25,France,FR
2018-12-25,Germany,DE
2018-12-25,Hungary,HU
2018-12-25,India,IN
2018-12-25,Ireland,IE
2018-12-25,Isle of Man,IM
2018-12-25,Italy,IT
2018-12-25,Mexico,MX
2018-12-25,Netherlands,NL
2018-12-25,New Zealand,NZ
2018-12-25,Northern Ireland,None
2018-12-25,Norway,NO
2018-12-25,Poland,PL
2018-12-25,Portugal,PT
2018-12-25,Scotland,None
2018-12-25,Slovenia,SI
2018-12-25,South Africa,ZA
2018-12-25,Spain,ES
2018-12-25,Sweden,SE
2018-12-25,Switzerland,CH
2018-12-25,Ukraine,UA
2018-12-25,United Kingdom,GB
2018-12-25,United States,US
2018-12-25,Wales,None
2018-12-26,Australia,AU
2018-12-26,Austria,AT
2018-12-26,Canada,CA
2018-12-26,Croatia,HR
2018-12-26,Czech,CZ
2018-12-26,Denmark,DK
2018-12-26,England,None
2018-12-26,Finland,FI
2018-12-26,Germany,DE
2018-12-26,Hungary,HU
2018-12-26,Ireland,IE
2018-12-26,Isle of Man,IM
2018-12-26,Italy,IT
2018-12-26,Netherlands,NL
2018-12-26,New Zealand,NZ
2018-12-26,Northern Ireland,None
2018-12-26,Norway,NO
2018-12-26,Poland,PL
2018-12-26,Scotland,None
2018-12-26,Slovenia,SI
2018-12-26,South Africa,ZA
2018-12-26,Sweden,SE
2018-12-26,United Kingdom,GB
2018-12-26,Wales,None
2018-12-30,Norway,NO
2018-12-30,Sweden,SE
2018-12-31,Hungary,HU
2018-12-31,Sweden,SE
2019-01-01,Argentina,AR
2019-01-01,Australia,AU
2019-01-01,Austria,AT
2019-01-01,Belarus,BY
2019-01-01,Belgium,BE
2019-01-01,Brazil,BR
2019-01-01,Canada,CA
2019-01-01,Colombia,CO
2019-01-01,Croatia,HR
2019-01-01,Czech,CZ
2019-01-01,Denmark,DK
2019-01-01,England,None
2019-01-01,Finland,FI
2019-01-01,France,FR
2019-01-01,Germany,DE
2019-01-01,Hungary,HU
2019-01-01,Ireland,IE
2019-01-01,Isle of Man,IM
2019-01-01,Italy,IT
2019-01-01,Japan,JP
2019-01-01,Mexico,MX
2019-01-01,Netherlands,NL
2019-01-01,New Zealand,NZ
2019-01-01,Northern Ireland,None
2019-01-01,Norway,NO
2019-01-01,Poland,PL
2019-01-01,Portugal,PT
2019-01-01,Scotland,None
2019-01-01,Slovenia,SI
2019-01-01,South Africa,ZA
2019-01-01,Spain,ES
2019-01-01,Sweden,SE
2019-01-01,Switzerland,CH
2019-01-01,Ukraine,UA
2019-01-01,United Kingdom,GB
2019-01-01,United States,US
2019-01-01,Wales,None
2019-01-02,New Zealand,NZ
2019-01-02,Scotland,None
2019-01-02,Slovenia,SI
2019-01-02,United Kingdom,GB
2019-01-06,Austria,AT
2019-01-06,Croatia,HR
2019-01-06,Finland,FI
2019-01-06,Italy,IT
2019-01-06,Norway,NO
2019-01-06,Poland,PL
2019-01-06,Spain,ES
2019-01-06,Sweden,SE
2019-01-07,Belarus,BY
2019-01-07,Colombia,CO
2019-01-07,Ukraine,UA
2019-01-13,Norway,NO
2019-01-13,Sweden,SE
2019-01-14,India,IN
2019-01-14,Japan,JP
2019-01-20,Norway,NO
2019-01-20,Sweden,SE
2019-01-21,United States,US
2019-01-26,Australia,AU
2019-01-26,India,IN
2019-01-27,Norway,NO
2019-01-27,Sweden,SE
2019-01-28,Australia,AU
2019-02-03,Norway,NO
2019-02-03,Sweden,SE
2019-02-04,Mexico,MX
2019-02-05,Mexico,MX
2019-02-06,New Zealand,NZ
2019-02-08,Slovenia,SI
2019-02-10,Norway,NO
2019-02-10,Sweden,SE
2019-02-11,Japan,JP
2019-02-17,Norway,NO
2019-02-17,Sweden,SE
2019-02-18,Canada,CA
2019-02-18,United States,US
2019-02-24,Norway,NO
2019-02-24,Sweden,SE
2019-03-03,Norway,NO
2019-03-03,Sweden,SE
2019-03-04,Argentina,AR
2019-03-05,Argentina,AR
2019-03-05,Brazil,BR
2019-03-06,Brazil,BR
2019-03-08,Belarus,BY
2019-03-08,Ukraine,UA
2019-03-10,Norway,NO
2019-03-10,Sweden,SE
2019-03-15,Hungary,HU
2019-03-17,Ireland,IE
2019-03-17,Northern Ireland,None
2019-03-17,Norway,NO
2019-03-17,Sweden,SE
2019-03-17,United Kingdom,GB
2019-03-18,Ireland,IE
2019-03-18,Mexico,MX
2019-03-18,Northern Ireland,None
2019-03-18,United Kingdom,GB
2019-03-21,Japan,JP
2019-03-21,Mexico,MX
2019-03-21,South Africa,ZA
2019-03-24,Argentina,AR
2019-03-24,Norway,NO
2019-03-24,Sweden,SE
2019-03-25,Colombia,CO
2019-03-31,Norway,NO
2019-03-31,Sweden,SE
2019-04-02,Argentina,AR
2019-04-07,Norway,NO
2019-04-07,Sweden,SE
2019-04-14,Denmark,DK
2019-04-14,Norway,NO
2019-04-14,Sweden,SE
2019-04-18,Argentina,AR
2019-04-18,Colombia,CO
2019-04-18,Denmark,DK
2019-04-18,Norway,NO
2019-04-19,Argentina,AR
2019-04-19,Australia,AU
2019-04-19,Brazil,BR
2019-04-19,Canada,CA
2019-04-19,Colombia,CO
2019-04-19,Czech,CZ
2019-04-19,Denmark,DK
2019-04-19,England,None
2019-04-19,Finland,FI
2019-04-19,Germany,DE
2019-04-19,Hungary,HU
2019-04-19,Isle of Man,IM
2019-04-19,Netherlands,NL
2019-04-19,New Zealand,NZ
2019-04-19,Northern Ireland,None
2019-04-19,Norway,NO
2019-04-19,Portugal,PT
2019-04-19,Scotland,None
2019-04-19,South Africa,ZA
2019-04-19,Sweden,SE
2019-04-19,Switzerland,CH
2019-04-19,United Kingdom,GB
2019-04-19,Wales,None
2019-04-21,Argentina,AR
2019-04-21,Belgium,BE
2019-04-21,Brazil,BR
2019-04-21,Croatia,HR
2019-04-21,Denmark,DK
2019-04-21,Finland,FI
2019-04-21,Hungary,HU
2019-04-21,Italy,IT
2019-04-21,Netherlands,NL
2019-04-21,Norway,NO
2019-04-21,Poland,PL
2019-04-21,Portugal,PT
2019-04-21,Sweden,SE
2019-04-21,Switzerland,CH
2019-04-22,Australia,AU
2019-04-22,Austria,AT
2019-04-22,Belgium,BE
2019-04-22,Croatia,HR
2019-04-22,Czech,CZ
2019-04-22,Denmark,DK
2019-04-22,England,None
2019-04-22,Finland,FI
2019-04-22,France,FR
2019-04-22,Germany,DE
2019-04-22,Hungary,HU
2019-04-22,Ireland,IE
2019-04-22,Isle of Man,IM
2019-04-22,Italy,IT
2019-04-22,Netherlands,NL
2019-04-22,New Zealand,NZ
2019-04-22,Northern Ireland,None
2019-04-22,Norway,NO
2019-04-22,Poland,PL
2019-04-22,Slovenia,SI
2019-04-22,South Africa,ZA
2019-04-22,Sweden,SE
2019-04-22,Switzerland,CH
2019-04-22,United Kingdom,GB
2019-04-22,Wales,None
2019-04-25,Australia,AU
2019-04-25,Italy,IT
2019-04-25,New Zealand,NZ
2019-04-25,Portugal,PT
2019-04-27,Netherlands,NL
2019-04-27,Slovenia,SI
2019-04-27,South Africa,ZA
2019-04-28,Norway,NO
2019-04-28,Sweden,SE
2019-04-28,Ukraine,UA
2019-04-29,Japan,JP
2019-04-30,Japan,JP
2019-05-01,Argentina,AR
2019-05-01,Austria,AT
2019-05-01,Belarus,BY
2019-05-01,Belgium,BE
2019-05-01,Brazil,BR
2019-05-01,Colombia,CO
2019-05-01,Croatia,HR
2019-05-01,Czech,CZ
2019-05-01,Finland,FI
2019-05-01,France,FR
2019-05-01,Germany,DE
2019-05-01,Hungary,HU
2019-05-01,India,IN
2019-05-01,Italy,IT
2019-05-01,Japan,JP
2019-05-01,Mexico,MX
2019-05-01,Norway,NO
2019-05-01,Poland,PL
2019-05-01,Portugal,PT
2019-05-01,Slovenia,SI
2019-05-01,South Africa,ZA
2019-05-01,Spain,ES
2019-05-01,Sweden,SE
2019-05-01,Ukraine,UA
2019-05-02,Japan,JP
2019-05-02,Slovenia,SI
2019-05-03,Japan,JP
2019-05-03,Poland,PL
2019-05-04,Japan,JP
2019-05-05,Japan,JP
2019-05-05,Norway,NO
2019-05-05,Sweden,SE
2019-05-06,England,None
2019-05-06,Ireland,IE
2019-05-06,Isle of Man,IM
2019-05-06,Japan,JP
2019-05-06,Northern Ireland,None
2019-05-06,Scotland,None
2019-05-06,United Kingdom,GB
2019-05-06,Wales,None
2019-05-07,Belarus,BY
2019-05-08,Czech,CZ
2019-05-08,France,FR
2019-05-08,South Africa,ZA
2019-05-09,Belarus,BY
2019-05-09,Ukraine,UA
2019-05-12,Norway,NO
2019-05-12,Sweden,SE
2019-05-17,Denmark,DK
2019-05-17,Norway,NO
2019-05-19,Norway,NO
2019-05-19,Sweden,SE
2019-05-20,Canada,CA
