date,country,ISO_2
2019-05-25,Argentina,AR
2019-05-26,Norway,NO
2019-05-26,Sweden,SE
2019-05-27,England,None
2019-05-27,Isle of Man,IM
2019-05-27,Northern Ireland,None
2019-05-27,Scotland,None
2019-05-27,United Kingdom,GB
2019-05-27,United States,US
2019-05-27,Wales,None
2019-05-30,Austria,AT
2019-05-30,Belgium,BE
2019-05-30,Denmark,DK
2019-05-30,Finland,FI
2019-05-30,France,FR
2019-05-30,Germany,DE
2019-05-30,Netherlands,NL
2019-05-30,Norway,NO
2019-05-30,Sweden,SE
2019-05-30,Switzerland,CH
2019-06-02,Italy,IT
2019-06-02,Norway,NO
2019-06-02,Sweden,SE
2019-06-03,Colombia,CO
2019-06-03,Ireland,IE
2019-06-03,New Zealand,NZ
2019-06-06,Sweden,SE
2019-06-07,Isle of Man,IM
2019-06-09,Belgium,BE
2019-06-09,Denmark,DK
2019-06-09,Finland,FI
2019-06-09,Hungary,HU
2019-06-09,Netherlands,NL
2019-06-09,Norway,NO
2019-06-09,Poland,PL
2019-06-09,Sweden,SE
2019-06-09,Switzerland,CH
2019-06-10,Austria,AT
2019-06-10,Belgium,BE
2019-06-10,Denmark,DK
2019-06-10,France,FR
2019-06-10,Germany,DE
2019-06-10,Hungary,HU
2019-06-10,Netherlands,NL
2019-06-10,Norway,NO
2019-06-10,Portugal,PT
2019-06-10,Switzerland,CH
2019-06-16,Norway,NO
2019-06-16,South Africa,ZA
2019-06-16,Sweden,SE
2019-06-16,Ukraine,UA
2019-06-17,Argentina,AR
2019-06-17,South Africa,ZA
2019-06-20,Argentina,AR
2019-06-20,Austria,AT
2019-06-20,Brazil,BR
2019-06-20,Croatia,HR
2019-06-20,Poland,PL
2019-06-20,Portugal,PT
2019-06-21,Finland,FI
2019-06-21,Sweden,SE
2019-06-22,Croatia,HR
2019-06-22,Finland,FI
2019-06-22,Sweden,SE
2019-06-23,Norway,NO
2019-06-23,Sweden,SE
2019-06-24,Colombia,CO
2019-06-25,Croatia,HR
2019-06-25,Slovenia,SI
2019-06-28,Ukraine,UA
2019-06-30,Norway,NO
2019-06-30,Sweden,SE
2019-07-01,Canada,CA
2019-07-01,Colombia,CO
2019-07-03,Belarus,BY
2019-07-04,United States,US
2019-07-05,Czech,CZ
2019-07-05,Isle of Man,IM
2019-07-06,Czech,CZ
2019-07-07,Norway,NO
2019-07-07,Sweden,SE
2019-07-09,Argentina,AR
2019-07-12,Northern Ireland,None
2019-07-12,United Kingdom,GB
2019-07-14,France,FR
2019-07-14,Norway,NO
2019-07-14,Sweden,SE
2019-07-15,Japan,JP
2019-07-21,Belgium,BE
2019-07-21,Norway,NO
2019-07-21,Sweden,SE
2019-07-28,Norway,NO
2019-07-28,Sweden,SE
2019-08-01,Switzerland,CH
2019-08-04,Norway,NO
2019-08-04,Sweden,SE
2019-08-05,Canada,CA
2019-08-05,Croatia,HR
2019-08-05,Ireland,IE
2019-08-05,Scotland,None
2019-08-05,United Kingdom,GB
2019-08-07,Colombia,CO
2019-08-09,South Africa,ZA
2019-08-11,Japan,JP
2019-08-11,Norway,NO
2019-08-11,Sweden,SE
2019-08-12,Japan,JP
2019-08-15,Austria,AT
2019-08-15,Belgium,BE
2019-08-15,Croatia,HR
2019-08-15,France,FR
2019-08-15,India,IN
2019-08-15,Italy,IT
2019-08-15,Poland,PL
2019-08-15,Portugal,PT
2019-08-15,Slovenia,SI
2019-08-15,Spain,ES
2019-08-17,Argentina,AR
2019-08-18,Norway,NO
2019-08-18,Sweden,SE
2019-08-19,Colombia,CO
2019-08-19,Hungary,HU
2019-08-20,Hungary,HU
2019-08-24,Ukraine,UA
2019-08-25,Norway,NO
2019-08-25,Sweden,SE
2019-08-26,England,None
2019-08-26,Isle of Man,IM
2019-08-26,Northern Ireland,None
2019-08-26,United Kingdom,GB
2019-08-26,Wales,None
2019-09-01,Norway,NO
2019-09-01,Sweden,SE
2019-09-02,Canada,CA
2019-09-02,United States,US
2019-09-07,Brazil,BR
2019-09-08,Norway,NO
2019-09-08,Sweden,SE
2019-09-15,Norway,NO
2019-09-15,Sweden,SE
2019-09-16,Japan,JP
2019-09-16,Mexico,MX
2019-09-22,Norway,NO
2019-09-22,Sweden,SE
2019-09-23,Japan,JP
2019-09-24,South Africa,ZA
2019-09-28,Czech,CZ
2019-09-29,Norway,NO
2019-09-29,Sweden,SE
2019-10-02,India,IN
2019-10-03,Germany,DE
2019-10-05,Portugal,PT
2019-10-06,Norway,NO
2019-10-06,Sweden,SE
2019-10-08,Croatia,HR
2019-10-12,Argentina,AR
2019-10-12,Brazil,BR
2019-10-12,Spain,ES
2019-10-13,Norway,NO
2019-10-13,Sweden,SE
2019-10-14,Canada,CA
2019-10-14,Colombia,CO
2019-10-14,Japan,JP
2019-10-14,Ukraine,UA
2019-10-14,United States,US
2019-10-20,Norway,NO
2019-10-20,Sweden,SE
2019-10-22,Japan,JP
2019-10-23,Hungary,HU
2019-10-26,Austria,AT
2019-10-27,Norway,NO
2019-10-27,Sweden,SE
2019-10-28,Czech,CZ
2019-10-28,Ireland,IE
2019-10-28,New Zealand,NZ
2019-10-31,Slovenia,SI
2019-11-01,Austria,AT
2019-11-01,Belgium,BE
2019-11-01,Croatia,HR
2019-11-01,France,FR
2019-11-01,Hungary,HU
2019-11-01,Italy,IT
2019-11-01,Poland,PL
2019-11-01,Portugal,PT
2019-11-01,Slovenia,SI
2019-11-01,Spain,ES
2019-11-02,Brazil,BR
2019-11-02,Finland,FI
2019-11-02,Sweden,SE
2019-11-03,Japan,JP
2019-11-03,Norway,NO
2019-11-03,Sweden,SE
2019-11-04,Colombia,CO
2019-11-04,Japan,JP
2019-11-07,Belarus,BY
2019-11-10,Norway,NO
2019-11-10,Sweden,SE
2019-11-11,Belgium,BE
2019-11-11,Colombia,CO
2019-11-11,France,FR
2019-11-11,Poland,PL
2019-11-11,United States,US
2019-11-15,Brazil,BR
2019-11-17,Czech,CZ
2019-11-17,Norway,NO
2019-11-17,Sweden,SE
2019-11-18,Mexico,MX
2019-11-20,Argentina,AR
2019-11-20,Mexico,MX
2019-11-23,Japan,JP
2019-11-24,Norway,NO
2019-11-24,Sweden,SE
2019-11-28,United States,US
2019-11-30,Scotland,None
2019-11-30,United Kingdom,GB
2019-12-01,Norway,NO
2019-12-01,Portugal,PT
2019-12-01,Sweden,SE
2019-12-06,Finland,FI
2019-12-06,Spain,ES
2019-12-08,Argentina,AR
2019-12-08,Austria,AT
2019-12-08,Italy,IT
2019-12-08,Norway,NO
2019-12-08,Portugal,PT
2019-12-08,Spain,ES
2019-12-08,Sweden,SE
2019-12-15,Norway,NO
2019-12-15,Sweden,SE
2019-12-16,South Africa,ZA
2019-12-22,Norway,NO
2019-12-22,Sweden,SE
2019-12-24,Czech,CZ
2019-12-24,Finland,FI
2019-12-24,Hungary,HU
2019-12-24,Sweden,SE
2019-12-25,Argentina,AR
2019-12-25,Australia,AU
2019-12-25,Austria,AT
2019-12-25,Belarus,BY
2019-12-25,Belgium,BE
2019-12-25,Brazil,BR
2019-12-25,Canada,CA
2019-12-25,Colombia,CO
2019-12-25,Croatia,HR
2019-12-25,Czech,CZ
2019-12-25,Denmark,DK
2019-12-25,England,None
2019-12-25,Finland,FI
2019-12-25,France,FR
2019-12-25,Germany,DE
2019-12-25,Hungary,HU
2019-12-25,India,IN
2019-12-25,Ireland,IE
2019-12-25,Isle of Man,IM
2019-12-25,Italy,IT
2019-12-25,Mexico,MX
2019-12-25,Netherlands,NL
2019-12-25,New Zealand,NZ
2019-12-25,Northern Ireland,None
2019-12-25,Norway,NO
2019-12-25,Poland,PL
2019-12-25,Portugal,PT
2019-12-25,Scotland,None
2019-12-25,Slovenia,SI
2019-12-25,South Africa,ZA
2019-12-25,Spain,ES
2019-12-25,Sweden,SE
2019-12-25,Switzerland,CH
2019-12-25,Ukraine,UA
2019-12-25,United Kingdom,GB
2019-12-25,United States,US
2019-12-25,Wales,None
2019-12-26,Australia,AU
2019-12-26,Austria,AT
2019-12-26,Canada,CA
2019-12-26,Croatia,HR
2019-12-26,Czech,CZ
2019-12-26,Denmark,DK
2019-12-26,England,None
2019-12-26,Finland,FI
2019-12-26,Germany,DE
2019-12-26,Hungary,HU
2019-12-26,Ireland,IE
2019-12-26,Isle of Man,IM
2019-12-26,Italy,IT
2019-12-26,Netherlands,NL
2019-12-26,New Zealand,NZ
2019-12-26,Northern Ireland,None
2019-12-26,Norway,NO
2019-12-26,Poland,PL
2019-12-26,Scotland,None
2019-12-26,Slovenia,SI
2019-12-26,South Africa,ZA
2019-12-26,Sweden,SE
2019-12-26,United Kingdom,GB
2019-12-26,Wales,None
2019-12-27,Hungary,HU
2019-12-29,Norway,NO
2019-12-29,Sweden,SE
2019-12-31,Sweden,SE
2020-01-01,Argentina,AR
2020-01-01,Australia,AU
2020-01-01,Austria,AT
2020-01-01,Belarus,BY
2020-01-01,Belgium,BE
2020-01-01,Brazil,BR
2020-01-01,Canada,CA
2020-01-01,Colombia,CO
2020-01-01,Croatia,HR
2020-01-01,Czech,CZ
2020-01-01,Denmark,DK
2020-01-01,England,None
2020-01-01,Finland,FI
2020-01-01,France,FR
2020-01-01,Germany,DE
2020-01-01,Hungary,HU
2020-01-01,Ireland,IE
2020-01-01,Isle of Man,IM
2020-01-01,Italy,IT
2020-01-01,Japan,JP
2020-01-01,Mexico,MX
2020-01-01,Netherlands,NL
2020-01-01,New Zealand,NZ
2020-01-01,Northern Ireland,None
2020-01-01,Norway,NO
2020-01-01,Poland,PL
2020-01-01,Portugal,PT
2020-01-01,Scotland,None
2020-01-01,Slovenia,SI
2020-01-01,South Africa,ZA
2020-01-01,Spain,ES
2020-01-01,Sweden,SE
2020-01-01,Switzerland,CH
2020-01-01,Ukraine,UA
2020-01-01,United Kingdom,GB
2020-01-01,United States,US
2020-01-01,Wales,None
2020-01-02,Belarus,BY
2020-01-02,New Zealand,NZ
2020-01-02,Scotland,None
2020-01-02,Slovenia,SI
2020-01-02,United Kingdom,GB
2020-01-05,Norway,NO
2020-01-05,Sweden,SE
2020-01-06,Austria,AT
2020-01-06,Colombia,CO
2020-01-06,Croatia,HR
2020-01-06,Finland,FI
2020-01-06,Italy,IT
2020-01-06,Poland,PL
2020-01-06,Spain,ES
2020-01-06,Sweden,SE
2020-01-07,Belarus,BY
2020-01-07,Ukraine,UA
2020-01-12,Norway,NO
2020-01-12,Sweden,SE
2020-01-13,Japan,JP
2020-01-14,India,IN
2020-01-19,Norway,NO
2020-01-19,Sweden,SE
2020-01-20,United States,US
2020-01-26,Australia,AU
2020-01-26,India,IN
2020-01-26,Norway,NO
2020-01-26,Sweden,SE
2020-01-27,Australia,AU
2020-02-02,Norway,NO
2020-02-02,Sweden,SE
2020-02-03,Mexico,MX
2020-02-05,Mexico,MX
2020-02-06,New Zealand,NZ
2020-02-08,Slovenia,SI
2020-02-09,Norway,NO
2020-02-09,Sweden,SE
2020-02-11,Japan,JP
2020-02-16,Norway,NO
2020-02-16,Sweden,SE
2020-02-17,Canada,CA
2020-02-17,United States,US
2020-02-23,Japan,JP
2020-02-23,Norway,NO
2020-02-23,Sweden,SE
2020-02-24,Argentina,AR
2020-02-24,Japan,JP
2020-02-25,Argentina,AR
2020-02-25,Brazil,BR
2020-02-26,Brazil,BR
2020-03-01,Norway,NO
2020-03-01,Sweden,SE
2020-03-08,Belarus,BY
2020-03-08,Norway,NO
2020-03-08,Sweden,SE
2020-03-08,Ukraine,UA
2020-03-15,Hungary,HU
2020-03-15,Norway,NO
2020-03-15,Sweden,SE
2020-03-16,Mexico,MX
2020-03-17,Ireland,IE
2020-03-17,Northern Ireland,None
2020-03-17,United Kingdom,GB
2020-03-20,Japan,JP
2020-03-21,Mexico,MX
2020-03-21,South Africa,ZA
2020-03-22,Norway,NO
2020-03-22,Sweden,SE
2020-03-23,Colombia,CO
2020-03-24,Argentina,AR
2020-03-29,Norway,NO
2020-03-29,Sweden,SE
2020-04-02,Argentina,AR
2020-04-05,Denmark,DK
2020-04-05,Norway,NO
2020-04-05,Sweden,SE
2020-04-09,Argentina,AR
2020-04-09,Colombia,CO
2020-04-09,Denmark,DK
2020-04-09,Norway,NO
2020-04-10,Argentina,AR
2020-04-10,Australia,AU
2020-04-10,Brazil,BR
2020-04-10,Canada,CA
2020-04-10,Colombia,CO
2020-04-10,Czech,CZ
2020-04-10,Denmark,DK
2020-04-10,England,None
2020-04-10,Finland,FI
2020-04-10,Germany,DE
2020-04-10,Hungary,HU
2020-04-10,Isle of Man,IM
2020-04-10,Netherlands,NL
2020-04-10,New Zealand,NZ
2020-04-10,Northern Ireland,None
2020-04-10,Norway,NO
2020-04-10,Portugal,PT
2020-04-10,Scotland,None
2020-04-10,South Africa,ZA
2020-04-10,Sweden,SE
2020-04-10,Switzerland,CH
2020-04-10,United Kingdom,GB
2020-04-10,Wales,None
2020-04-12,Argentina,AR
2020-04-12,Belgium,BE
2020-04-12,Brazil,BR
2020-04-12,Croatia,HR
2020-04-12,Denmark,DK
2020-04-12,Finland,FI
2020-04-12,Hungary,HU
2020-04-12,Italy,IT
2020-04-12,Netherlands,NL
2020-04-12,Norway,NO
2020-04-12,Poland,PL
2020-04-12,Portugal,PT
2020-04-12,Sweden,SE
2020-04-12,Switzerland,CH
2020-04-13,Australia,AU
2020-04-13,Austria,AT
2020-04-13,Belgium,BE
2020-04-13,Croatia,HR
2020-04-13,Czech,CZ
2020-04-13,Denmark,DK
2020-04-13,England,None
2020-04-13,Finland,FI
2020-04-13,France,FR
2020-04-13,Germany,DE
2020-04-13,Hungary,HU
2020-04-13,Ireland,IE
2020-04-13,Isle of Man,IM
2020-04-13,Italy,IT
2020-04-13,Netherlands,NL
2020-04-13,New Zealand,NZ
2020-04-13,Northern Ireland,None
2020-04-13,Norway,NO
2020-04-13,Poland,PL
2020-04-13,Slovenia,SI
2020-04-13,South Africa,ZA
2020-04-13,Sweden,SE
2020-04-13,Switzerland,CH
2020-04-13,United Kingdom,GB
2020-04-13,Wales,None
2020-04-19,Norway,NO
2020-04-19,Sweden,SE
2020-04-19,Ukraine,UA
2020-04-21,Brazil,BR
2020-04-25,Australia,AU
2020-04-25,Italy,IT
2020-04-25,New Zealand,NZ
2020-04-25,Portugal,PT
2020-04-26,Norway,NO
2020-04-26,Sweden,SE
2020-04-27,Netherlands,NL
2020-04-27,New Zealand,NZ
2020-04-27,Slovenia,SI
2020-04-27,South Africa,ZA
2020-04-28,Belarus,BY
2020-04-29,Japan,JP
2020-05-01,Argentina,AR
2020-05-01,Austria,AT
2020-05-01,Belarus,BY
2020-05-01,Belgium,BE
2020-05-01,Brazil,BR
2020-05-01,Colombia,CO
2020-05-01,Croatia,HR
2020-05-01,Czech,CZ
2020-05-01,Finland,FI
2020-05-01,France,FR
2020-05-01,Germany,DE
2020-05-01,Hungary,HU
2020-05-01,India,IN
2020-05-01,Italy,IT
2020-05-01,Mexico,MX
2020-05-01,Norway,NO
2020-05-01,Poland,PL
2020-05-01,Portugal,PT
2020-05-01,Slovenia,SI
2020-05-01,South Africa,ZA
2020-05-01,Spain,ES
2020-05-01,Sweden,SE
2020-05-01,Ukraine,UA
2020-05-02,Slovenia,SI
2020-05-03,Japan,JP
2020-05-03,Norway,NO
2020-05-03,Poland,PL
2020-05-03,Sweden,SE
2020-05-04,Ireland,IE
2020-05-04,Japan,JP
2020-05-05,Japan,JP
2020-05-05,Netherlands,NL
2020-05-06,Japan,JP
2020-05-08,Czech,CZ
2020-05-08,Denmark,DK
2020-05-08,England,None
2020-05-08,France,FR
2020-05-08,Isle of Man,IM
2020-05-08,Northern Ireland,None
2020-05-08,Scotland,None
2020-05-08,United Kingdom,GB
2020-05-08,Wales,None
2020-05-09,Belarus,BY
2020-05-09,Ukraine,UA
2020-05-10,Norway,NO
2020-05-10,Sweden,SE
2020-05-17,Norway,NO
2020-05-17,Sweden,SE
2020-05-18,Canada,CA
2020-05-21,Austria,AT
2020-05-21,Belgium,BE
2020-05-21,Denmark,DK
2020-05-21,Finland,FI
2020-05-21,France,FR
2020-05-21,Germany,DE
2020-05-21,Netherlands,NL
2020-05-21,Norway,NO
2020-05-21,Sweden,SE
2020-05-21,Switzerland,CH
2020-05-24,Norway,NO
2020-05-24,Sweden,SE
2020-05-25,Argentina,AR
2020-05-25,Colombia,CO
2020-05-25,England,None
2020-05-25,Isle of Man,IM
2020-05-25,Northern Ireland,None
2020-05-25,Scotland,None
2020-05-25,United Kingdom,GB
2020-05-25,United States,US
2020-05-25,Wales,None
2020-05-31,Belgium,BE
2020-05-31,Denmark,DK
2020-05-31,Finland,FI
2020-05-31,Hungary,HU
2020-05-31,Netherlands,NL
2020-05-31,Norway,NO
2020-05-31,Poland,PL
2020-05-31,Sweden,SE
2020-05-31,Switzerland,CH
2020-06-01,Austria,AT
2020-06-01,Belgium,BE
2020-06-01,Denmark,DK
2020-06-01,France,FR
2020-06-01,Germany,DE
2020-06-01,Hungary,HU
2020-06-01,Ireland,IE
2020-06-01,Netherlands,NL
2020-06-01,New Zealand,NZ
2020-06-01,Norway,NO
2020-06-01,Switzerland,CH
2020-06-02,Italy,IT
2020-06-05,Isle of Man,IM
2020-06-06,Sweden,SE
2020-06-07,Norway,NO
2020-06-07,Sweden,SE
2020-06-07,Ukraine,UA
2020-06-10,Portugal,PT
2020-06-11,Austria,AT
2020-06-11,Brazil,BR
2020-06-11,Croatia,HR
2020-06-11,Poland,PL
2020-06-11,Portugal,PT
2020-06-14,Norway,NO
2020-06-14,Sweden,SE
2020-06-15,Colombia,CO
2020-06-16,South Africa,ZA
2020-06-17,Argentina,AR
2020-06-19,Finland,FI
2020-06-19,Sweden,SE
2020-06-20,Argentina,AR
2020-06-20,Finland,FI
2020-06-20,Sweden,SE
2020-06-21,Norway,NO
2020-06-21,Sweden,SE
2020-06-22,Colombia,CO
2020-06-22,Croatia,HR
2020-06-25,Slovenia,SI
2020-06-28,Norway,NO
2020-06-28,Sweden,SE
2020-06-28,Ukraine,UA
2020-06-29,Colombia,CO
2020-07-01,Canada,CA
2020-07-03,Belarus,BY
2020-07-03,United States,US
2020-07-04,United States,US
2020-07-05,Czech,CZ
2020-07-05,Isle of Man,IM
2020-07-05,Norway,NO
2020-07-05,Sweden,SE
2020-07-06,Czech,CZ
2020-07-09,Argentina,AR
2020-07-12,Northern Ireland,None
2020-07-12,Norway,NO
2020-07-12,Sweden,SE
2020-07-12,United Kingdom,GB
2020-07-14,France,FR
2020-07-19,Norway,NO
2020-07-19,Sweden,SE
2020-07-20,Colombia,CO
2020-07-21,Belgium,BE
2020-07-23,Japan,JP
2020-07-24,Japan,JP
2020-07-26,Norway,NO
2020-07-26,Sweden,SE
2020-08-01,Switzerland,CH
2020-08-02,Norway,NO
2020-08-02,Sweden,SE
2020-08-03,Canada,CA
2020-08-03,Ireland,IE
2020-08-03,Scotland,None
2020-08-03,United Kingdom,GB
2020-08-05,Croatia,HR
2020-08-07,Colombia,CO
2020-08-09,Norway,NO
2020-08-09,South Africa,ZA
2020-08-09,Sweden,SE
2020-08-10,Japan,JP
2020-08-10,South Africa,ZA
2020-08-15,Austria,AT
2020-08-15,Belgium,BE
2020-08-15,Croatia,HR
2020-08-15,France,FR
2020-08-15,India,IN
2020-08-15,Italy,IT
2020-08-15,Poland,PL
2020-08-15,Portugal,PT
2020-08-15,Slovenia,SI
2020-08-15,Spain,ES
2020-08-16,Norway,NO
2020-08-16,Sweden,SE
2020-08-17,Argentina,AR
2020-08-17,Colombia,CO
2020-08-20,Hungary,HU
2020-08-21,Hungary,HU
2020-08-23,Norway,NO
2020-08-23,Sweden,SE
2020-08-24,Ukraine,UA
2020-08-30,Norway,NO
2020-08-30,Sweden,SE
2020-08-31,England,None
2020-08-31,Isle of Man,IM
2020-08-31,Northern Ireland,None
2020-08-31,United Kingdom,GB
2020-08-31,Wales,None
2020-09-06,Norway,NO
2020-09-06,Sweden,SE
2020-09-07,Brazil,BR
2020-09-07,Canada,CA
2020-09-07,United States,US
2020-09-13,Norway,NO
2020-09-13,Sweden,SE
2020-09-16,Mexico,MX
2020-09-20,Norway,NO
2020-09-20,Sweden,SE
2020-09-21,Japan,JP
2020-09-22,Japan,JP
2020-09-24,South Africa,ZA
2020-09-27,Norway,NO
2020-09-27,Sweden,SE
2020-09-28,Czech,CZ
2020-10-02,India,IN
2020-10-03,Germany,DE
2020-10-04,Norway,NO
2020-10-04,Sweden,SE
2020-10-05,Portugal,PT
2020-10-08,Croatia,HR
2020-10-11,Norway,NO
2020-10-11,Sweden,SE
2020-10-12,Argentina,AR
2020-10-12,Brazil,BR
2020-10-12,Canada,CA
2020-10-12,Colombia,CO
2020-10-12,Spain,ES
2020-10-12,United States,US
2020-10-14,Ukraine,UA
2020-10-18,Norway,NO
2020-10-18,Sweden,SE
2020-10-23,Hungary,HU
2020-10-25,Norway,NO
2020-10-25,Sweden,SE
2020-10-26,Austria,AT
2020-10-26,Ireland,IE
2020-10-26,New Zealand,NZ
2020-10-28,Czech,CZ
2020-10-31,Finland,FI
2020-10-31,Slovenia,SI
2020-10-31,Sweden,SE
2020-11-01,Austria,AT
2020-11-01,Belgium,BE
2020-11-01,Croatia,HR
2020-11-01,France,FR
2020-11-01,Hungary,HU
2020-11-01,Italy,IT
2020-11-01,Norway,NO
2020-11-01,Poland,PL
2020-11-01,Portugal,PT
2020-11-01,Slovenia,SI
2020-11-01,Spain,ES
2020-11-01,Sweden,SE
2020-11-02,Brazil,BR
2020-11-02,Colombia,CO
2020-11-03,Japan,JP
2020-11-07,Belarus,BY
2020-11-08,Norway,NO
2020-11-08,Sweden,SE
2020-11-11,Belgium,BE
2020-11-11,France,FR
2020-11-11,Poland,PL
2020-11-11,United States,US
2020-11-15,Brazil,BR
2020-11-15,Norway,NO
2020-11-15,Sweden,SE
2020-11-16,Colombia,CO
2020-11-16,Mexico,MX
2020-11-17,Czech,CZ
2020-11-18,Croatia,HR
2020-11-20,Argentina,AR
2020-11-20,Mexico,MX
2020-11-22,Norway,NO
2020-11-22,Sweden,SE
2020-11-23,Japan,JP
2020-11-26,United States,US
2020-11-29,Norway,NO
2020-11-29,Sweden,SE
2020-11-30,Scotland,None
2020-11-30,United Kingdom,GB
2020-12-01,Portugal,PT
2020-12-06,Finland,FI
2020-12-06,Norway,NO
2020-12-06,Spain,ES
2020-12-06,Sweden,SE
2020-12-08,Argentina,AR
2020-12-08,Austria,AT
2020-12-08,Colombia,CO
2020-12-08,Italy,IT
2020-12-08,Portugal,PT
2020-12-08,Spain,ES
2020-12-13,Norway,NO
2020-12-13,Sweden,SE
2020-12-16,South Africa,ZA
2020-12-20,Norway,NO
2020-12-20,Sweden,SE
2020-12-24,Czech,CZ
2020-12-24,Finland,FI
2020-12-24,Hungary,HU
2020-12-24,Sweden,SE
2020-12-25,Argentina,AR
2020-12-25,Australia,AU
2020-12-25,Austria,AT
2020-12-25,Belarus,BY
2020-12-25,Belgium,BE
2020-12-25,Brazil,BR
2020-12-25,Canada,CA
2020-12-25,Colombia,CO
2020-12-25,Croatia,HR
2020-12-25,Czech,CZ
2020-12-25,Denmark,DK
2020-12-25,England,None
2020-12-25,Finland,FI
2020-12-25,France,FR
2020-12-25,Germany,DE
2020-12-25,Hungary,HU
2020-12-25,India,IN
2020-12-25,Ireland,IE
2020-12-25,Isle of Man,IM
2020-12-25,Italy,IT
2020-12-25,Mexico,MX
2020-12-25,Netherlands,NL
2020-12-25,New Zealand,NZ
2020-12-25,Northern Ireland,None
2020-12-25,Norway,NO
2020-12-25,Poland,PL
2020-12-25,Portugal,PT
2020-12-25,Scotland,None
2020-12-25,Slovenia,SI
2020-12-25,South Africa,ZA
2020-12-25,Spain,ES
2020-12-25,Sweden,SE
2020-12-25,Switzerland,CH
2020-12-25,Ukraine,UA
2020-12-25,United Kingdom,GB
2020-12-25,United States,US
2020-12-25,Wales,None
2020-12-26,Australia,AU
2020-12-26,Austria,AT
2020-12-26,Croatia,HR
2020-12-26,Czech,CZ
2020-12-26,Denmark,DK
2020-12-26,England,None
2020-12-26,Finland,FI
2020-12-26,Germany,DE
2020-12-26,Hungary,HU
2020-12-26,Ireland,IE
2020-12-26,Isle of Man,IM
2020-12-26,Italy,IT
2020-12-26,Netherlands,NL
2020-12-26,New Zealand,NZ
2020-12-26,Northern Ireland,None
2020-12-26,Norway,NO
2020-12-26,Poland,PL
2020-12-26,Scotland,None
2020-12-26,Slovenia,SI
2020-12-26,South Africa,ZA
2020-12-26,Sweden,SE
2020-12-26,United Kingdom,GB
2020-12-26,Wales,None
2020-12-27,Norway,NO
2020-12-27,Sweden,SE
2020-12-28,Australia,AU
2020-12-28,Canada,CA
2020-12-28,England,None
2020-12-28,Ireland,IE
2020-12-28,Isle of Man,IM
2020-12-28,New Zealand,NZ
2020-12-28,Northern Ireland,None
2020-12-28,Scotland,None
2020-12-28,United Kingdom,GB
2020-12-28,Wales,None
2020-12-31,Sweden,SE
2021-01-01,Argentina,AR
2021-01-01,Australia,AU
2021-01-01,Austria,AT
2021-01-01,Belarus,BY
2021-01-01,Belgium,BE
2021-01-01,Brazil,BR
2021-01-01,Canada,CA
2021-01-01,Colombia,CO
2021-01-01,Croatia,HR
2021-01-01,Czech,CZ
2021-01-01,Denmark,DK
2021-01-01,England,None
2021-01-01,Finland,FI
2021-01-01,France,FR
2021-01-01,Germany,DE
2021-01-01,Hungary,HU
2021-01-01,Ireland,IE
2021-01-01,Isle of Man,IM
2021-01-01,Italy,IT
2021-01-01,Japan,JP
2021-01-01,Mexico,MX
2021-01-01,Netherlands,NL
2021-01-01,New Zealand,NZ
2021-01-01,Northern Ireland,None
2021-01-01,Norway,NO
2021-01-01,Poland,PL
2021-01-01,Portugal,PT
2021-01-01,Scotland,None
2021-01-01,Slovenia,SI
2021-01-01,South Africa,ZA
2021-01-01,Spain,ES
2021-01-01,Sweden,SE
2021-01-01,Switzerland,CH
2021-01-01,Ukraine,UA
2021-01-01,United Kingdom,GB
2021-01-01,United States,US
2021-01-01,Wales,None
2021-01-02,Belarus,BY
2021-01-02,New Zealand,NZ
2021-01-02,Scotland,None
2021-01-02,Slovenia,SI
2021-01-02,United Kingdom,GB
2021-01-03,Norway,NO
2021-01-03,Sweden,SE
2021-01-04,New Zealand,NZ
2021-01-04,Scotland,None
2021-01-04,United Kingdom,GB
2021-01-06,Austria,AT
2021-01-06,Croatia,HR
2021-01-06,Finland,FI
2021-01-06,Italy,IT
2021-01-06,Poland,PL
2021-01-06,Spain,ES
2021-01-06,Sweden,SE
2021-01-07,Belarus,BY
2021-01-07,Ukraine,UA
2021-01-10,Norway,NO
2021-01-10,Sweden,SE
2021-01-11,Colombia,CO
2021-01-11,Japan,JP
2021-01-14,India,IN
2021-01-17,Norway,NO
2021-01-17,Sweden,SE
2021-01-18,United States,US
2021-01-24,Norway,NO
2021-01-24,Sweden,SE
2021-01-26,Australia,AU
2021-01-26,India,IN
2021-01-31,Norway,NO
2021-01-31,Sweden,SE
2021-02-01,Mexico,MX
2021-02-05,Mexico,MX
2021-02-06,New Zealand,NZ
2021-02-07,Norway,NO
2021-02-07,Sweden,SE
2021-02-08,New Zealand,NZ
2021-02-08,Slovenia,SI
2021-02-11,Japan,JP
2021-02-14,Norway,NO
2021-02-14,Sweden,SE
2021-02-15,Argentina,AR
2021-02-15,Canada,CA
2021-02-15,United States,US
2021-02-16,Argentina,AR
2021-02-16,Brazil,BR
2021-02-17,Brazil,BR
2021-02-21,Norway,NO
2021-02-21,Sweden,SE
2021-02-23,Japan,JP
2021-02-28,Norway,NO
2021-02-28,Sweden,SE
2021-03-07,Norway,NO
2021-03-07,Sweden,SE
2021-03-08,Belarus,BY
2021-03-08,Ukraine,UA
2021-03-14,Norway,NO
2021-03-14,Sweden,SE
